anime_id,user_id,rating
1535,7703,10
1535,67224,10
1535,15956,9
1535,36267,9
1535,47872,10
1535,61092,10
1535,62297,9
1535,79660,8
1535,27612,10
1535,46129,10
1535,76031,10
1535,8701,9
1535,54908,9
1535,3030,10
1535,65709,9
1535,7342,9
1535,69420,10
1535,3722,9
1535,21459,4
1535,14050,10
1535,85314,9
1535,53748,7
1535,47997,9
1535,79822,8
1535,72526,8
1535,77316,8
1535,30844,8
1535,60328,7
1535,33340,9
1535,29573,9
1535,78228,9
1535,45820,10
1535,10434,10
1535,29991,8
1535,28747,10
1535,32080,6
1535,81906,10
1535,74225,9
1535,59597,9
1535,56392,10
1535,28078,7
1535,78138,6
1535,35948,8
1535,59801,10
1535,11262,8
1535,67239,10
1535,23649,10
1535,72526,8
1535,77316,8
1535,30844,8
1535,60328,7
1535,29573,9
1535,78228,9
1535,45820,10
1535,10434,10
1535,29991,8
1535,28747,10
1535,32080,6
1535,81906,10
1535,59597,9
1535,56392,10
1535,28078,7
1535,78138,6
1535,35948,8
1535,59801,10
1535,11262,8
1535,67239,10
1535,23649,10
1535,4835,9
1535,22937,10
1535,7393,8
1535,38324,7
1535,72732,5
1535,44164,9
1535,46272,9
1535,41814,10
1535,67562,10
1535,27150,8
1535,53410,10
1535,5609,10
1535,60145,7
1535,45368,7
1535,31636,8
1535,41250,10
1535,4647,9
1535,23456,7
1535,56226,7
1535,44285,10
1535,85503,9
1535,50831,10
1535,33847,10
1535,39497,8
1535,44105,7
1535,72357,7
1535,50982,9
1535,70996,9
1535,24493,8
1535,11142,9
1535,62673,10
1535,6787,8
1535,35346,5
1535,79027,10
1535,2005,7
1535,57472,9
1535,67666,9
1535,25374,10
1535,12231,7
1535,40543,9
1535,85856,9
1535,75017,8
1535,24895,8
1535,72291,9
1535,6918,8
1535,66156,10
1535,84679,5
1535,43029,10
1535,5102,4
1535,51108,10
1535,40627,9
1535,15573,9
1535,72727,9
1535,62197,7
1535,18904,10
1535,64024,8
1535,15874,9
1535,38518,1
1535,53567,9
1535,67678,5
1535,73581,8
1535,53387,10
1535,27472,8
1535,62613,7
1535,54560,10
1535,40138,7
1535,57209,9
1535,82473,8
1535,81707,5
1535,45593,7
1535,64409,10
1535,43947,8
1535,37784,10
1535,11550,8
1535,3597,7
1535,82606,8
1535,77044,9
1535,68072,7
1535,81705,9
1535,28559,10
1535,34702,9
1535,84945,9
1535,31572,7
1535,38058,10
1535,6540,10
1535,5914,10
1535,76949,9
1535,74147,9
1535,59396,10
1535,13862,9
1535,32976,9
1535,35923,8
1535,8713,10
1535,67746,8
1535,72090,7
1535,8427,8
1535,69100,8
1535,6503,9
1535,74007,7
1535,43932,1
1535,69126,10
1535,7581,9
1535,69831,10
1535,48610,10
1535,66827,7
1535,45854,10
1535,2632,7
1535,17465,9
1535,49707,6
1535,15217,8
1535,64625,7
1535,20312,7
1535,17294,8
1535,59547,9
1535,47447,8
1535,11871,9
1535,40605,8
1535,5505,8
1535,2736,10
1535,51335,10
1535,24479,8
1535,19330,9
1535,35123,7
1535,71642,9
